Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas2788  Pavarde2788     9    2    6    1    9           1
Vardas2789  Pavarde2789     9    0    6    3    0           9
Vardas2790  Pavarde2790     0    2    2    1    1           9
Vardas2791  Pavarde2791     9    5    9    5    4          10
Vardas2792  Pavarde2792     0    8    2    9    1           3
Vardas2793  Pavarde2793     0    6    8    7    3           5
Vardas2794  Pavarde2794     4    2    8    2    9           4
Vardas2795  Pavarde2795     1    3    6    0    9           1
Vardas2796  Pavarde2796     7    1    1   10    4           3
Vardas2797  Pavarde2797     4    3    6    9    3          10
Vardas2798  Pavarde2798     8    4    3    6    4           9
Vardas2799  Pavarde2799     9    5    9    2    0           5
Vardas2800  Pavarde2800     1    8    5    2    6          10
Vardas2801  Pavarde2801     1    7    2    7    7           7
Vardas2802  Pavarde2802     3    3    9    1    3           3
Vardas2803  Pavarde2803     5   10   10   10    7           5
Vardas2804  Pavarde2804     0    3    5    8    5           9
Vardas2805  Pavarde2805     4    0    6    2    3           5
Vardas2806  Pavarde2806     7    9   10    1   10           0
Vardas2807  Pavarde2807    10    7    9    8    2           0
Vardas2808  Pavarde2808     3    6    4    9    3           3
Vardas2809  Pavarde2809     1    1    8    1   10          10
Vardas2810  Pavarde2810     4    9    5    7    7           6
Vardas2811  Pavarde2811     3    2   10    6    2           3
Vardas2812  Pavarde2812     4    1    7    5    0           8
Vardas2813  Pavarde2813     5    3    3    7    6           8
Vardas2814  Pavarde2814     6   10    2    8    3           0
Vardas2815  Pavarde2815     1    9    2   10    0           2
Vardas2816  Pavarde2816     6    4    7    9    9           3
Vardas2817  Pavarde2817     9    2    9    3    0           1
Vardas2818  Pavarde2818     9   10    7    7   10           0
Vardas2819  Pavarde2819     0    1    1    8    9           2
Vardas2820  Pavarde2820     4    8   10    2    8           3
Vardas2821  Pavarde2821     6    5    0    2   10          10
Vardas2822  Pavarde2822     2    5    1   10    7           8
Vardas2823  Pavarde2823     5    6    7    2    9           6
Vardas2824  Pavarde2824     2    4    7    0   10          10
Vardas2825  Pavarde2825     7    0    4    2    7           1
Vardas2826  Pavarde2826     5    0    5    9    6           0
Vardas2827  Pavarde2827     8    8    2    0    8           8
Vardas2828  Pavarde2828    10    3   10    8    3           7
Vardas2829  Pavarde2829     4   10    6    2    7          10
Vardas2830  Pavarde2830     3    1    6    6    4           6
Vardas2831  Pavarde2831     1   10    9    0    3           2
Vardas2832  Pavarde2832     7    4    2    5    3           1
Vardas2833  Pavarde2833     0    3    7   10    5           8
Vardas2834  Pavarde2834     1    5    7    2   10           6
Vardas2835  Pavarde2835     0   10    6    9    2           0
Vardas2836  Pavarde2836     5    6    9    4    8           8
Vardas2837  Pavarde2837     8    8    0    8    7           4
Vardas2838  Pavarde2838     0    1    0    0   10           8
Vardas2839  Pavarde2839     5    7    0    3    9           0
Vardas2840  Pavarde2840     2    6    2    2    3          10
Vardas2841  Pavarde2841     7    8    8   10    2          10
Vardas2842  Pavarde2842     3    7    2    3   10           9
Vardas2843  Pavarde2843     8    1    3    3    0           2
Vardas2844  Pavarde2844     2    3   10    7    8           3
Vardas2845  Pavarde2845     2    4    3    2    0           5
Vardas2846  Pavarde2846     4    6    3    2    0           7
Vardas2847  Pavarde2847     8    4   10    0    0           2
Vardas2848  Pavarde2848     2   10    2    3    8           1
Vardas2849  Pavarde2849     5    2    0    8    2           6
Vardas2850  Pavarde2850     7    4    2    3    3           1
Vardas2851  Pavarde2851     1    5    0    0    3           8
Vardas2852  Pavarde2852     8    0    6    3    0           4
Vardas2853  Pavarde2853     1    1    7    9   10           7
Vardas2854  Pavarde2854     6    2    4    1    5           6
Vardas2855  Pavarde2855     2   10    5    7    5           7
Vardas2856  Pavarde2856     4    5    5    0    6           1
Vardas2857  Pavarde2857    10    3    2    5    4           7
Vardas2858  Pavarde2858     7    7    5    1    9           2
Vardas2859  Pavarde2859     9    0   10    6    5           1
Vardas2860  Pavarde2860     4    0    2    0    4           8
Vardas2861  Pavarde2861     6    3    4    5    2           3
Vardas2862  Pavarde2862     3    8    0    7    7           3
Vardas2863  Pavarde2863     5    1   10    0    9           5
Vardas2864  Pavarde2864     3    0    2    2    9          10
Vardas2865  Pavarde2865     5    8    4    1    0           1
Vardas2866  Pavarde2866     1    7    6    9    9          10
Vardas2867  Pavarde2867     4    2    2    0    8           7
Vardas2868  Pavarde2868     6   10    0    9    0           0
Vardas2869  Pavarde2869     6    8   10    7    2           3
Vardas2870  Pavarde2870    10    0    1    0    3           6
Vardas2871  Pavarde2871    10    8    1    5    8           9
Vardas2872  Pavarde2872     7    5    4    4    3          10
Vardas2873  Pavarde2873     8    3    5    1    1           4
Vardas2874  Pavarde2874     9    1    9    3    0           6
Vardas2875  Pavarde2875     5    8    6    5    2           9
Vardas2876  Pavarde2876     9    8    8    7    3           6
Vardas2877  Pavarde2877    10    9    5    8    3           2
Vardas2878  Pavarde2878     7   10    4    2    9           4
Vardas2879  Pavarde2879     7    2    6    5   10           6
Vardas2880  Pavarde2880    10    8    9    7    6           0
Vardas2881  Pavarde2881     7   10    6    3    7           2
Vardas2882  Pavarde2882     1   10    3   10    0           9
Vardas2883  Pavarde2883    10    0    1    5    8           2
Vardas2884  Pavarde2884     0    5    0    2    1           1
Vardas2885  Pavarde2885    10    2    0    9    7           7
Vardas2886  Pavarde2886     0    4    9    6    9           7
Vardas2887  Pavarde2887     4    2    2   10    6           8
Vardas2888  Pavarde2888     3    1    1    5    6           2
Vardas2889  Pavarde2889     4    7    9    4    9          10
Vardas2890  Pavarde2890     3    9    6    1    0           2
Vardas2891  Pavarde2891     1    9    9    8    1           3
Vardas2892  Pavarde2892     7    7    7    7    9           2
Vardas2893  Pavarde2893     0    2   10    8    9           7
Vardas2894  Pavarde2894    10    9    2    1    7           3
Vardas2895  Pavarde2895     7    2    2    8    6           2
Vardas2896  Pavarde2896     8    0    3   10    3           1
Vardas2897  Pavarde2897     0    5    4    2    4           4
Vardas2898  Pavarde2898     2    7    6    5    8           0
Vardas2899  Pavarde2899     3    8    1    1    5           9
Vardas2900  Pavarde2900     9    2    8    8    3           8
Vardas2901  Pavarde2901    10    4    0    1    5           2
Vardas2902  Pavarde2902     7    6    3    9    6           5
Vardas2903  Pavarde2903     3    9    5    0    2           8
Vardas2904  Pavarde2904     3    4    0    2    6           4
Vardas2905  Pavarde2905     4    8    6    7    9           3
Vardas2906  Pavarde2906     3    3    9    7    4           5
Vardas2907  Pavarde2907     5    8   10    5    2           6
Vardas2908  Pavarde2908     9   10    7    1    6           0
Vardas2909  Pavarde2909     0    2    9    0    5           6
Vardas2910  Pavarde2910     7    1    1    5    4           0
Vardas2911  Pavarde2911     5    5    2    1    3           9
Vardas2912  Pavarde2912     5    9    8   10    0           1
Vardas2913  Pavarde2913     6    3    4    1    6           2
Vardas2914  Pavarde2914     6    5    5    0    3           8
Vardas2915  Pavarde2915     3    5    4    4   10           6
Vardas2916  Pavarde2916     5    5   10    3   10          10
Vardas2917  Pavarde2917     1    5    5    3    4           0
Vardas2918  Pavarde2918     6    8    5    8    4           1
Vardas2919  Pavarde2919     1    6   10    4    8           2
Vardas2920  Pavarde2920     7    2    0    6    9           0
Vardas2921  Pavarde2921     0    4   10    8    2          10
Vardas2922  Pavarde2922     7    1   10   10    6           8
Vardas2923  Pavarde2923    10    4   10    3    0           9
Vardas2924  Pavarde2924     5    6    8    8    2           1
Vardas2925  Pavarde2925     7    0    9    1    4           5
Vardas2926  Pavarde2926     4    9    5    2    8           2
Vardas2927  Pavarde2927     7    6    7    6    7           8
Vardas2928  Pavarde2928     1    2    2    1    4          10
Vardas2929  Pavarde2929     8    9    3    9    7           8
Vardas2930  Pavarde2930     9    6    9    9    7           2
Vardas2931  Pavarde2931     3    5    0   10    2           3
Vardas2932  Pavarde2932     0    9    1    5    1           0
Vardas2933  Pavarde2933     4    3    1    6    0           9
Vardas2934  Pavarde2934     4    5    3    9    8           5
Vardas2935  Pavarde2935     1    7    7    6    7           3
Vardas2936  Pavarde2936     2    5    6    4    1           2
Vardas2937  Pavarde2937     8    8    0    7    0           3
Vardas2938  Pavarde2938     0    5    0    1    1          10
Vardas2939  Pavarde2939     9    1    1    0    6           6
Vardas2940  Pavarde2940     3    7   10   10    8           1
Vardas2941  Pavarde2941     3    9    4    4    1          10
Vardas2942  Pavarde2942     3   10    4    1    0           6
Vardas2943  Pavarde2943     5    2    1   10    3           3
Vardas2944  Pavarde2944     1    8   10    3   10           7
Vardas2945  Pavarde2945     4    6    1    7    2           2
Vardas2946  Pavarde2946     0    1    9    4    2           1
Vardas2947  Pavarde2947     9   10   10    9    0           8
Vardas2948  Pavarde2948     5    9    5    3    6           6
Vardas2949  Pavarde2949    10    2    3    5    5           5
Vardas2950  Pavarde2950     9    1    7    8   10           5
Vardas2951  Pavarde2951     7    8    2    6   10           2
Vardas2952  Pavarde2952     0    7    6    2    2           7
Vardas2953  Pavarde2953     1    0    5    3    7          10
Vardas2954  Pavarde2954     9    3    3    6    6           7
Vardas2955  Pavarde2955     8    0   10    1    8           3
Vardas2956  Pavarde2956     7    2    1    3    9           4
Vardas2957  Pavarde2957     6    3    5    4    4           2
Vardas2958  Pavarde2958     9    5    3    1   10           8
Vardas2959  Pavarde2959     1    1    0    9    9           0
Vardas2960  Pavarde2960     4   10    3    0    2           5
Vardas2961  Pavarde2961     7    1    7    3    1           1
Vardas2962  Pavarde2962     7    0    8    4    6           9
Vardas2963  Pavarde2963     1    4   10    7    9          10
Vardas2964  Pavarde2964     1    5    0    4    1           2
Vardas2965  Pavarde2965    10    3    9    3    5           6
Vardas2966  Pavarde2966     3    6    6    5    8           9
Vardas2967  Pavarde2967     3    2   10    4   10           9
Vardas2968  Pavarde2968     7    5    4    1    1           9
Vardas2969  Pavarde2969     1    4    8    5   10           9
Vardas2970  Pavarde2970     0    5   10    4    8           9
Vardas2971  Pavarde2971     2    1    6    4    6           1
Vardas2972  Pavarde2972     0    0    1    6    9           7
Vardas2973  Pavarde2973    10    3    3    1    1           4
Vardas2974  Pavarde2974     7   10    8    4    1           6
Vardas2975  Pavarde2975     9    6    7    1    0           7
Vardas2976  Pavarde2976    10   10    0    1    4           6
Vardas2977  Pavarde2977     7    7    9    1   10           1
Vardas2978  Pavarde2978     3    6    0    5    6           9
Vardas2979  Pavarde2979     8    2    5    6    2           5
Vardas2980  Pavarde2980    10    9   10    0    7           2
Vardas2981  Pavarde2981     4    7    2    6    4           7
Vardas2982  Pavarde2982     7    1    8   10    8           6
Vardas2983  Pavarde2983     8    4    5    7    9           7
Vardas2984  Pavarde2984    10    0    8    5    6           5
Vardas2985  Pavarde2985     5   10    5    2    7           4
